latitude,longitude,room_type,property_type,accommodates,bedrooms,bathrooms,beds,number_of_reviews,reviews_per_month,review_scores_rating,minimum_nights,maximum_nights,availability_365,instant_bookable,host_is_superhost,price
43.77089,11.261,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,7.0,0.05,4.43,3,365,92,1.0,0.0,298.0
43.76598,11.24532,Entire home/apt,Entire home,4,1.0,1.0,2.0,182.0,1.24,4.81,31,1125,365,0.0,,294.0
43.77482,11.25249,Entire home/apt,Entire condo,5,1.0,1.0,3.0,119.0,0.81,4.94,3,1125,179,1.0,1.0,153.0
43.76838,11.25425,Entire home/apt,Entire rental unit,3,1.0,1.0,3.0,370.0,2.49,4.59,2,90,268,0.0,0.0,113.0
43.77482,11.25249,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,166.0,1.14,4.95,3,1125,171,1.0,1.0,158.0
43.77316,11.26546,Entire home/apt,Entire rental unit,5,3.0,3.5,3.0,63.0,0.43,4.95,4,1125,177,0.0,1.0,371.0
43.7639,11.26209,Entire home/apt,Entire condo,3,1.0,1.0,1.0,151.0,1.01,4.81,5,60,193,0.0,1.0,100.0
43.76944,11.2552,Entire home/apt,Entire rental unit,9,4.0,2.0,7.0,145.0,1.01,4.72,2,300,188,1.0,1.0,413.0
43.77467,11.24327,Private room,Private room in home,2,1.0,1.0,1.0,401.0,2.7,4.92,3,15,226,0.0,,89.0
43.76927,11.26327,Entire home/apt,Entire rental unit,2,1.0,1.0,2.0,307.0,2.08,4.88,2,150,37,0.0,0.0,126.0
43.77175,11.25006,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,90.0,0.62,4.73,31,1125,189,0.0,0.0,96.0
43.77429,11.24503,Private room,Private room in home,2,1.0,1.0,1.0,468.0,3.27,4.93,3,15,231,0.0,,89.0
43.76838,11.25807,Entire home/apt,Entire condo,8,4.0,3.0,4.0,13.0,1.47,4.92,2,1125,323,1.0,0.0,626.0
43.76231,11.24135,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,39.0,0.26,4.74,31,1125,363,0.0,0.0,80.0
43.76953,11.26031,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,61.0,0.42,4.85,3,180,219,1.0,0.0,190.0
43.77049,11.2343,Entire home/apt,Entire condo,5,1.0,1.0,1.0,182.0,1.22,4.88,2,29,251,0.0,1.0,111.0
43.76798,11.25907,Entire home/apt,Entire rental unit,6,2.0,2.0,6.0,203.0,1.67,4.76,3,1125,267,1.0,1.0,270.0
43.78565,11.27199,Private room,Private room in rental unit,4,1.0,1.0,1.0,3.0,0.03,5.0,15,30,173,1.0,0.0,134.0
43.77334,11.2638,Entire home/apt,Entire condo,2,1.0,1.0,1.0,215.0,1.44,4.78,5,30,35,0.0,1.0,63.0
43.77407,11.25794,Entire home/apt,Entire loft,2,1.0,1.0,1.0,59.0,0.39,4.73,10,28,232,0.0,0.0,124.0
43.77309,11.26996,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,193.0,1.3,4.69,3,20,0,1.0,1.0,100.0
43.7631,11.27331,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,36.0,0.27,4.47,2,7,354,0.0,0.0,138.0
43.77475,11.2043,Entire home/apt,Entire condo,4,1.0,1.0,2.0,107.0,0.72,4.85,2,365,252,1.0,1.0,125.0
43.76818,11.28063,Entire home/apt,Entire condo,2,1.0,1.0,1.0,39.0,0.26,4.97,5,30,155,0.0,1.0,76.0
43.7724,11.25123,Entire home/apt,Entire rental unit,3,3.0,1.5,3.0,20.0,0.14,5.0,31,240,116,0.0,1.0,160.0
43.77295,11.25992,Entire home/apt,Entire rental unit,2,1.0,1.5,1.0,276.0,1.86,4.66,2,30,270,0.0,1.0,90.0
43.77146788002116,11.25956705250394,Entire home/apt,Entire loft,2,1.0,1.0,1.0,120.0,0.82,4.93,4,1125,254,0.0,1.0,196.0
43.77883,11.25517,Entire home/apt,Entire condo,4,1.0,1.0,1.0,91.0,0.62,4.52,2,365,355,1.0,0.0,122.0
43.77883,11.25517,Private room,Private room in condo,2,1.0,1.0,1.0,217.0,1.47,4.57,1,365,312,1.0,0.0,155.0
43.77596,11.26542,Entire home/apt,Entire rental unit,5,2.0,1.0,3.0,364.0,2.49,4.55,2,1125,348,1.0,,129.0
43.78016,11.31011,Entire home/apt,Entire home,4,2.0,1.0,2.0,40.0,0.27,4.88,4,1125,129,0.0,1.0,135.0
43.76719,11.24216,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,63.0,0.43,4.77,4,1125,171,0.0,0.0,95.0
43.77306,11.24678,Entire home/apt,Entire rental unit,8,2.0,2.0,7.0,256.0,1.71,4.78,1,1125,58,1.0,0.0,310.0
43.76841735839844,11.258137702941896,Entire home/apt,Entire rental unit,5,2.0,1.0,4.0,83.0,0.56,4.99,3,30,196,1.0,1.0,200.0
43.77036,11.25608,Entire home/apt,Entire condo,3,2.0,1.0,2.0,184.0,1.26,4.77,3,29,172,0.0,1.0,170.0
43.77191,11.2651,Entire home/apt,Entire loft,5,2.0,1.5,3.0,362.0,2.49,4.86,1,60,291,1.0,1.0,958.0
43.76728,11.28376,Entire home/apt,Entire condo,4,1.0,1.0,2.0,29.0,0.19,4.38,5,60,317,0.0,0.0,190.0
43.77755,11.25403,Entire home/apt,Entire rental unit,5,2.0,1.0,3.0,198.0,1.33,4.75,3,180,301,1.0,0.0,153.0
43.76767,11.2431,Entire home/apt,Entire condo,4,1.0,1.5,2.0,24.0,0.17,4.83,2,180,194,1.0,0.0,112.0
43.76759,11.25253,Entire home/apt,Entire rental unit,6,2.0,2.0,2.0,284.0,1.94,4.91,2,29,163,1.0,1.0,211.0
43.7716,11.25656,Entire home/apt,Entire rental unit,6,3.0,2.0,4.0,475.0,3.19,4.85,1,28,188,1.0,1.0,677.0
43.76617,11.24689,Entire home/apt,Entire loft,4,1.0,1.5,2.0,19.0,0.13,4.89,31,365,242,1.0,0.0,122.0
43.76555,11.25645,Entire home/apt,Entire rental unit,5,1.0,1.0,3.0,474.0,3.38,4.86,3,28,288,1.0,1.0,123.0
43.76657243585923,11.246352212092791,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,94.0,0.64,4.83,2,730,265,0.0,1.0,62.0
43.78508,11.27206,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,4.0,0.06,4.5,15,1125,167,1.0,0.0,121.0
43.77147,11.25768,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,448.0,3.01,4.73,31,60,149,1.0,1.0,214.0
43.76883,11.24711,Entire home/apt,Entire rental unit,4,1.0,1.5,1.0,79.0,0.55,4.91,3,360,181,0.0,1.0,170.0
43.76855,11.26594,Private room,Private room in condo,2,1.0,1.0,1.0,49.0,0.41,4.78,2,30,38,0.0,0.0,146.0
43.7753,11.24632,Entire home/apt,Entire rental unit,2,1.0,1.0,2.0,5.0,0.04,4.2,31,180,250,0.0,0.0,70.0
43.77443,11.24554,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,2.0,0.03,5.0,31,150,0,0.0,0.0,127.0
43.77324,11.2637,Entire home/apt,Entire condo,4,2.0,1.0,2.0,229.0,1.55,4.89,3,31,198,0.0,1.0,150.0
43.7734,11.24471,Entire home/apt,Entire rental unit,8,2.0,2.0,5.0,2.0,0.03,5.0,31,1125,0,0.0,0.0,161.0
43.77268,11.25397,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,442.0,3.58,4.93,3,600,237,1.0,1.0,211.0
43.76941,11.25496,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,333.0,2.65,4.91,3,1125,303,1.0,1.0,130.0
43.76585,11.24512,Entire home/apt,Entire guest suite,5,1.0,1.0,3.0,39.0,0.83,4.95,3,365,222,1.0,1.0,124.0
43.76556,11.2461,Entire home/apt,Entire guest suite,4,2.0,1.0,2.0,39.0,0.42,4.95,3,365,312,1.0,1.0,130.0
43.77002,11.25717,Entire home/apt,Entire rental unit,7,3.0,2.0,7.0,67.0,0.45,4.57,31,360,221,0.0,1.0,137.0
43.77120971679688,11.256562232971191,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,294.0,1.98,4.41,1,30,312,1.0,0.0,122.0
43.79022,11.25304,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,27.0,0.19,4.81,31,90,5,0.0,0.0,59.0
43.77112,11.24316,Entire home/apt,Entire rental unit,6,2.0,2.0,4.0,73.0,0.5,4.6,3,29,89,0.0,0.0,250.0
43.77714920043945,11.253080368041992,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,414.0,2.79,4.56,2,10,135,0.0,0.0,86.0
43.77482,11.25873,Entire home/apt,Entire condo,2,0.0,1.0,1.0,29.0,0.2,4.5,2,120,0,0.0,1.0,80.0
43.75432,11.29922,Entire home/apt,Entire villa,8,3.0,3.0,5.0,54.0,0.42,4.63,31,1125,314,0.0,0.0,236.0
43.769047,11.259574,Entire home/apt,Entire loft,4,0.0,1.0,2.0,374.0,2.54,4.86,4,29,279,0.0,1.0,140.0
43.76759,11.28741,Entire home/apt,Entire rental unit,8,3.0,2.0,4.0,202.0,1.65,4.89,3,365,296,1.0,1.0,189.0
43.77579,11.25545,Entire home/apt,Entire condo,6,2.0,2.0,6.0,257.0,1.75,4.94,3,1125,10,0.0,1.0,184.0
43.775276,11.246008,Entire home/apt,Entire condo,3,1.0,1.0,1.0,485.0,3.36,4.82,2,30,267,1.0,1.0,114.0
43.76043,11.24279,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,14.0,0.1,4.79,31,700,361,0.0,1.0,84.0
43.76435,11.21686,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,48.0,0.33,4.77,3,28,77,0.0,1.0,99.0
43.76823043823242,11.257267951965332,Entire home/apt,Entire condo,2,1.0,1.0,2.0,177.0,1.2,4.34,1,1125,283,1.0,0.0,107.0
43.76876898260668,11.26297236894318,Entire home/apt,Entire condo,4,2.0,2.0,4.0,153.0,1.08,4.97,4,365,263,1.0,1.0,182.0
43.75364,11.24287,Private room,Private room in home,2,1.0,1.0,2.0,43.0,0.3,4.91,2,30,335,0.0,0.0,95.0
43.76516,11.24838,Entire home/apt,Entire rental unit,6,2.0,1.0,4.0,82.0,0.56,4.59,3,30,79,0.0,0.0,255.0
43.7664,11.25431,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,214.0,1.45,4.49,2,28,235,1.0,0.0,199.0
43.77188,11.26807,Entire home/apt,Entire rental unit,5,3.0,1.5,3.0,233.0,1.59,4.92,2,1125,278,0.0,0.0,155.0
43.77363,11.25082,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,564.7399999999998,4.02,4.61,31,1125,0,1.0,0.0,83.0
43.77644,11.25994,Entire home/apt,Entire condo,7,3.0,2.0,4.0,401.0,2.73,4.81,3,29,364,0.0,1.0,308.0
43.77453,11.26044,Entire home/apt,Entire rental unit,5,2.0,1.0,4.0,285.0,2.32,4.92,2,30,145,1.0,1.0,245.0
43.76868,11.25316,Entire home/apt,Entire rental unit,6,2.0,2.5,2.0,180.0,1.22,4.99,3,14,186,1.0,1.0,705.0
43.76365,11.25967,Entire home/apt,Entire rental unit,2,2.0,1.0,3.0,24.0,0.25,4.96,10,100,241,0.0,1.0,99.0
43.77136,11.24309,Entire home/apt,Entire rental unit,5,1.0,1.0,4.0,30.0,0.23,4.87,3,180,159,0.0,0.0,170.0
43.76346,11.24288,Entire home/apt,Entire rental unit,6,2.0,1.0,1.0,73.0,0.5,4.79,2,1125,30,1.0,1.0,99.0
43.77196,11.26362,Entire home/apt,Entire loft,3,1.0,1.0,2.0,564.7399999999998,4.39,4.86,2,28,254,0.0,1.0,80.0
43.76617,11.24589,Entire home/apt,Entire rental unit,2,1.0,1.5,1.0,83.0,0.57,4.89,2,1125,147,0.0,1.0,65.0
43.77109,11.25798,Private room,Private room in rental unit,3,1.0,1.0,2.0,27.0,0.22,4.78,2,120,164,0.0,0.0,120.0
43.76878,11.24888,Entire home/apt,Entire rental unit,4,1.0,2.5,1.0,254.0,1.72,4.74,3,1125,225,0.0,0.0,103.0
43.76296,11.24392,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,137.0,0.94,4.89,3,30,181,1.0,1.0,118.0
43.76484,11.24504,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,66.0,0.45,4.72,31,1125,261,0.0,0.0,62.0
43.78415,11.24711,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,220.0,1.51,4.69,3,1125,241,1.0,0.0,80.0
43.77729,11.25883,Private room,Private room in rental unit,3,1.0,1.0,2.0,529.0,3.93,4.62,1,1124,208,1.0,0.0,76.0
43.76718,11.24831,Entire home/apt,Entire condo,5,3.0,2.0,3.0,15.0,0.12,4.67,5,30,79,0.0,0.0,311.0
43.765811920166016,11.28070831298828,Entire home/apt,Entire rental unit,10,3.0,3.0,7.0,176.0,1.2,4.74,7,30,263,1.0,1.0,230.0
43.77494,11.2571,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,406.0,2.8,4.88,2,1125,77,0.0,1.0,250.0
43.77347,11.25658,Entire home/apt,Entire rental unit,2,1.0,1.0,2.0,476.0,3.27,4.79,2,1125,140,0.0,1.0,248.0
43.76374,11.26201,Entire home/apt,Entire rental unit,4,1.0,1.5,2.0,564.7399999999998,4.56,4.68,1,30,255,1.0,0.0,76.0
43.78244,11.27653,Entire home/apt,Entire condo,3,1.0,1.0,1.0,89.0,0.61,4.76,3,1125,241,0.0,1.0,78.0
43.76186,11.24474,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,147.0,1.0,4.78,2,1125,316,0.0,1.0,115.0
43.77327,11.25835,Entire home/apt,Entire vacation home,2,1.0,1.0,1.0,384.0,2.64,4.87,1,100,267,1.0,1.0,144.0
43.768379,11.241025,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,47.0,0.32,4.85,4,30,322,0.0,0.0,150.0
43.77301,11.26316,Entire home/apt,Entire rental unit,6,2.0,2.0,6.0,449.0,3.22,4.62,3,1125,170,0.0,1.0,216.0
43.77203,11.25935,Private room,Private room in rental unit,1,1.0,2.0,1.0,69.0,0.47,4.68,31,1125,174,0.0,0.0,45.0
43.77137,11.25585,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,47.0,0.35,4.81,3,1125,244,0.0,1.0,114.0
43.76504,11.24592,Entire home/apt,Entire rental unit,5,1.0,1.0,1.0,81.0,0.56,4.78,3,120,135,1.0,1.0,182.0
43.76466,11.24624,Entire home/apt,Entire rental unit,9,3.0,2.0,6.0,128.0,0.88,4.81,3,90,186,0.0,1.0,361.0
43.77482,11.25249,Entire home/apt,Entire rental unit,5,2.0,1.0,3.0,151.0,1.06,4.95,3,1125,165,0.0,1.0,175.0
43.76959,11.23383,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,42.0,0.29,4.95,2,150,306,0.0,1.0,102.0
43.77078,11.25616,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,388.0,2.88,4.92,2,29,328,1.0,1.0,193.0
43.78422,11.27733,Private room,Private room in rental unit,2,1.0,1.0,2.0,25.0,0.19,4.76,2,90,303,1.0,0.0,117.0
43.78354,11.27883,Private room,Private room in rental unit,2,1.0,1.0,1.0,63.0,0.43,4.75,2,90,275,1.0,0.0,127.0
43.78207,11.27845,Private room,Private room in rental unit,2,1.0,1.0,1.0,54.0,0.37,4.91,2,90,299,1.0,0.0,127.0
43.77731,11.25876,Private room,Private room in rental unit,3,1.0,1.0,1.0,488.0,3.36,4.63,2,1124,51,1.0,0.0,62.0
43.79402,11.28502,Entire home/apt,Entire rental unit,6,3.0,2.0,6.0,34.0,0.26,4.65,5,320,323,0.0,0.0,272.0
43.78019,11.25963,Entire home/apt,Entire home,6,2.0,1.5,3.0,460.0,3.18,4.84,1,1125,177,1.0,1.0,100.0
43.77089,11.26506,Entire home/apt,Entire rental unit,10,3.0,4.0,7.0,150.0,1.13,4.73,2,730,129,0.0,0.0,437.0
43.76283264160156,11.243823051452637,Entire home/apt,Entire loft,3,1.0,1.0,2.0,83.0,0.9,4.99,2,30,169,0.0,1.0,136.0
43.76787,11.26409,Entire home/apt,Entire rental unit,5,3.0,1.0,4.0,15.0,0.11,4.86,31,300,15,0.0,0.0,124.0
43.76609,11.25521,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,393.0,2.7,4.85,3,1125,321,0.0,1.0,120.0
43.76911,11.25596,Entire home/apt,Entire condo,4,1.0,1.0,2.0,387.0,2.66,4.94,3,120,247,0.0,1.0,185.0
43.7882,11.25816,Private room,Private room,1,1.0,2.0,1.0,132.0,0.93,4.82,1,7,341,0.0,1.0,45.0
43.76751,11.26392,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,51.0,0.36,4.88,5,30,207,0.0,0.0,104.0
43.76178,11.23107,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,53.0,0.37,4.51,2,15,138,1.0,0.0,91.0
43.76805,11.24102,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,391.0,2.7,4.22,3,1125,273,0.0,0.0,71.0
43.77137,11.23665,Entire home/apt,Entire rental unit,2,1.0,1.0,2.0,48.0,0.34,4.68,31,360,96,0.0,1.0,75.0
43.78108,11.25697,Entire home/apt,Entire rental unit,5,2.0,2.0,2.0,31.0,0.21,4.45,1,90,294,1.0,0.0,164.0
43.77288,11.25425,Entire home/apt,Entire rental unit,8,3.0,2.0,5.0,133.0,1.02,4.61,1,1125,250,1.0,1.0,323.0
43.77373,11.24744,Entire home/apt,Entire condo,4,1.0,2.0,2.0,557.0,3.83,4.88,2,15,329,0.0,1.0,215.0
43.77445,11.25901,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,42.0,0.32,4.86,3,1125,74,0.0,0.0,171.0
43.77845764160156,11.254572868347168,Entire home/apt,Entire condo,4,1.0,1.0,4.0,156.0,1.08,4.52,2,30,326,1.0,1.0,146.0
43.76913,11.24553,Entire home/apt,Entire rental unit,2,1.0,1.0,2.0,309.0,2.14,4.92,2,30,255,1.0,1.0,95.0
43.784889221191406,11.231990814208984,Private room,Private room,3,1.0,1.0,1.0,352.0,2.42,4.45,1,365,128,1.0,0.0,91.0
43.78489,11.23199,Private room,Private room,3,1.0,2.0,1.0,402.0,2.76,4.46,1,365,161,1.0,0.0,85.0
43.784889221191406,11.231990814208984,Private room,Private room,2,1.0,1.0,1.0,271.0,1.86,4.42,1,365,161,1.0,0.0,90.0
43.784889,11.231991,Private room,Private room,2,1.0,2.0,2.0,421.0,2.89,4.55,1,365,161,1.0,0.0,82.0
43.784889,11.231991,Private room,Private room,3,1.0,2.0,1.0,367.0,2.52,4.44,1,365,161,1.0,0.0,86.0
43.81579,11.22975,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,3.0,0.03,4.67,3,28,0,0.0,0.0,88.0
43.7744,11.25421,Private room,Private room in rental unit,3,0.0,1.0,1.0,357.0,2.46,4.57,2,30,242,0.0,0.0,76.0
43.76756,11.2403,Private room,Private room in condo,2,1.0,1.0,1.0,448.0,3.08,4.7,2,45,356,1.0,1.0,90.0
43.76655,11.25467,Entire home/apt,Entire condo,3,1.0,1.0,2.0,243.0,1.7,4.63,1,300,266,0.0,0.0,99.0
43.77352,11.253,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,110.0,0.82,4.87,2,1125,277,1.0,1.0,212.0
43.78045,11.26242,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,10.0,0.11,5.0,2,90,309,1.0,1.0,191.0
43.78351,11.28768,Private room,Private room in rental unit,1,1.0,1.0,1.0,293.0,2.08,4.9,2,30,312,0.0,1.0,50.0
43.78134,11.28764,Private room,Private room in rental unit,2,1.0,1.0,2.0,142.0,0.99,4.89,2,30,315,0.0,1.0,50.0
43.77656173706055,11.244621276855469,Entire home/apt,Entire condo,3,2.0,1.0,2.0,294.0,2.41,4.89,2,29,265,1.0,1.0,118.0
43.77793884277344,11.25453758239746,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,281.0,1.96,4.83,2,700,328,1.0,1.0,118.0
43.78758,11.27186,Private room,Private room in condo,2,1.0,1.0,2.0,414.0,2.87,4.6,1,29,257,0.0,0.0,63.0
43.7788,11.19832,Entire home/apt,Entire rental unit,8,4.0,2.0,4.0,253.0,1.9,4.69,1,92,350,1.0,1.0,161.0
43.784889221191406,11.231990814208984,Private room,Private room,3,1.0,1.0,1.0,61.0,0.42,4.49,1,365,135,1.0,0.0,95.0
43.784889221191406,11.231990814208984,Private room,Private room,3,1.0,2.0,1.0,238.0,1.64,4.48,1,365,149,1.0,0.0,84.0
43.76956,11.26036,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,76.0,0.8,4.68,3,365,251,0.0,1.0,180.0
43.77074,11.25212,Entire home/apt,Entire rental unit,4,1.0,2.5,2.0,368.0,2.55,4.94,3,1125,272,1.0,1.0,331.0
43.77148,11.26388,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,133.0,0.94,4.94,3,33,97,1.0,0.0,135.0
43.79264,11.22029,Private room,Private room in condo,2,1.0,1.0,3.0,146.0,1.07,4.85,31,1125,322,0.0,0.0,45.0
43.77563,11.25955,Entire home/apt,Entire rental unit,4,3.0,1.0,3.0,160.0,1.11,4.49,2,365,14,0.0,0.0,161.0
43.76857,11.25879,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,77.0,0.57,4.52,2,90,224,1.0,0.0,168.0
43.73192,11.21062,Entire home/apt,Entire cottage,2,1.0,1.0,1.0,66.0,0.49,4.89,3,1125,325,0.0,0.0,171.0
43.7705,11.24995,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,171.0,1.21,4.92,6,29,252,0.0,1.0,105.0
43.75913,11.24997,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,3.0,0.03,5.0,3,29,257,0.0,0.0,135.0
43.76739,11.2502,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,470.0,3.26,4.86,2,1125,238,1.0,1.0,153.0
43.7595,11.24209,Entire home/apt,Entire rental unit,3,1.0,1.0,3.0,1.0,0.03,5.0,3,90,295,0.0,0.0,150.0
43.75815,11.24168,Entire home/apt,Entire rental unit,1,1.0,1.0,1.0,1.0,0.04,5.0,3,90,361,0.0,0.0,150.0
43.76003,11.24307,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,2.0,0.03,5.0,3,90,351,0.0,0.0,156.0
43.7591,11.24226,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,1.0,0.03,5.0,3,90,356,0.0,0.0,152.0
43.76003,11.24265,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,7.0,0.06,5.0,3,90,353,0.0,0.0,199.0
43.77022,11.26301,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,77.0,0.57,4.51,31,730,185,0.0,0.0,79.0
43.77895,11.25507,Entire home/apt,Entire vacation home,10,4.0,3.5,7.0,72.0,0.56,4.69,1,728,190,1.0,0.0,45.0
43.76864,11.26069,Entire home/apt,Entire rental unit,3,2.0,2.0,2.0,290.0,2.02,4.61,3,30,341,0.0,0.0,89.0
43.76724,11.25345,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,495.0,3.45,4.48,2,28,237,1.0,0.0,166.0
43.77157,11.27814,Entire home/apt,Entire condo,2,1.0,1.0,1.0,4.0,0.18,4.25,31,365,364,0.0,0.0,123.0
43.78797,11.25263,Entire home/apt,Entire condo,2,1.0,1.0,1.0,73.0,0.59,4.59,2,15,314,0.0,0.0,176.0
43.776516,11.246037,Entire home/apt,Entire rental unit,6,2.0,2.0,2.0,154.0,1.24,4.82,3,30,305,1.0,1.0,200.0
43.77194,11.25813,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,198.0,1.4,4.68,3,1125,317,1.0,0.0,133.0
43.76722,11.24862,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,35.0,0.24,4.57,3,250,340,0.0,,152.0
43.78139,11.24384,Private room,Private room in condo,2,1.0,1.0,1.0,564.7399999999998,4.05,4.68,2,7,55,1.0,0.0,45.0
43.73207,11.21049,Entire home/apt,Entire cottage,2,1.0,1.0,1.0,86.0,0.6,4.88,3,1124,293,0.0,0.0,150.0
43.73206,11.21048,Entire home/apt,Entire cottage,2,1.0,1.0,1.0,166.0,1.16,4.84,3,1125,334,0.0,0.0,150.0
43.77368091654308,11.257865227182206,Entire home/apt,Entire condo,5,1.0,1.0,2.0,51.0,0.36,4.53,1,90,294,1.0,0.0,134.0
43.768414,11.258753,Entire home/apt,Entire condo,4,2.0,2.0,2.0,534.0,3.74,4.92,2,15,234,0.0,1.0,253.0
43.73198,11.21041,Entire home/apt,Entire home,2,1.0,1.0,1.0,564.7399999999998,5.43,4.88,1,1125,314,0.0,0.0,247.0
43.79175,11.24842,Entire home/apt,Entire rental unit,2,1.0,1.0,2.0,35.0,0.25,4.86,31,61,0,0.0,0.0,56.0
43.76944,11.26452,Entire home/apt,Entire rental unit,3,2.0,2.0,3.0,10.0,0.11,4.7,10,1125,229,0.0,0.0,120.0
43.77521,11.26408,Entire home/apt,Entire condo,2,1.0,1.0,1.0,181.0,1.39,4.72,2,730,207,0.0,0.0,57.0
43.76924,11.24668,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,107.0,0.75,4.83,4,1125,128,0.0,1.0,169.0
43.77550935032752,11.25932741165161,Entire home/apt,Entire rental unit,4,2.0,1.0,4.0,71.0,0.58,4.45,4,365,17,0.0,0.0,140.0
43.77124,11.25352,Entire home/apt,Entire condo,6,2.0,2.0,2.0,54.0,0.39,4.85,3,30,288,0.0,1.0,167.0
43.77381,11.25173,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,173.0,1.26,4.48,2,730,49,1.0,0.0,177.0
43.77024,11.26456,Entire home/apt,Entire loft,3,1.0,1.0,3.0,144.0,1.2,4.63,2,270,113,0.0,0.0,72.0
43.76489,11.24664,Entire home/apt,Entire rental unit,5,1.0,1.0,3.0,165.0,1.47,4.68,3,16,324,1.0,0.0,122.0
43.76936,11.26801,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,70.0,0.5,4.78,2,30,259,1.0,0.0,135.0
43.78333,11.25402,Private room,Private room in guesthouse,2,1.0,1.0,1.0,54.0,0.38,4.49,2,1125,334,0.0,,119.0
43.77056,11.25081,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,564.7399999999998,5.54,4.96,2,1125,21,1.0,,192.0
43.76876,11.26427,Entire home/apt,Entire rental unit,4,2.0,1.5,4.0,36.0,0.26,4.89,4,360,134,0.0,0.0,100.0
43.80186,11.24226,Entire home/apt,Entire condo,3,1.0,1.0,2.0,224.0,1.58,4.82,2,365,283,0.0,1.0,97.0
43.7668,11.26017,Entire home/apt,Entire rental unit,7,2.0,1.0,7.0,73.0,0.51,4.96,2,1125,352,0.0,0.0,234.0
43.76716,11.27556,Private room,Private room in condo,1,1.0,1.0,1.0,42.0,0.3,4.79,7,30,309,0.0,1.0,82.0
43.75511,11.23737,Private room,Private room in townhouse,2,1.0,1.0,1.0,101.0,0.82,4.58,4,30,292,0.0,0.0,59.0
43.77825,11.2585,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,92.0,0.69,4.76,31,93,358,0.0,0.0,200.0
43.76221,11.28466,Private room,Private room in bed and breakfast,3,2.0,1.0,2.0,9.0,0.07,4.67,2,1125,169,0.0,0.0,45.0
43.77197,11.27001,Private room,Private room in loft,3,1.0,1.0,2.0,9.0,0.07,4.67,5,29,363,0.0,1.0,90.0
43.76787,11.25219,Entire home/apt,Entire loft,4,2.0,1.0,2.0,461.0,3.27,4.94,2,730,274,0.0,1.0,327.0
43.76698,11.25289,Entire home/apt,Entire loft,4,2.0,1.0,2.0,354.0,2.51,4.93,2,730,284,0.0,1.0,235.0
